scorer,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron
labeled-data/Sample2/0190.png,13.799999999999999,62.699999999999996,3.5999999999999996,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/Sample2/0191.png,16.2,63.0,6.0,48.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/Sample2/0192.png,18.3,64.2,6.6,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/Sample2/0193.png,18.9,64.5,7.199999999999999,49.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/Sample2/0194.png,21.0,65.1,8.7,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/Sample2/0195.png,21.0,65.1,12.299999999999999,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/Sample2/0196.png,22.8,65.39999999999999,13.799999999999999,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/Sample2/0197.png,25.2,66.3,15.299999999999999,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/Sample2/0198.png,26.7,67.5,17.099999999999998,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/Sample2/0199.png,28.2,68.39999999999999,17.4,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/Sample2/0200.png,29.099999999999998,68.39999999999999,18.3,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/Sample2/0201.png,31.2,69.6,19.8,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/Sample2/0202.png,33.0,70.2,21.9,55.5,4.8,87.0,3.0,99.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/Sample2/0203.png,33.3,70.2,23.7,55.5,5.7,86.7,5.3999999999999995,99.3,1.2,105.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/Sample2/0204.png,35.4,70.2,25.8,55.5,6.0,86.7,9.299999999999999,98.39999999999999,5.3999999999999995,105.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/Sample2/0205.png,36.6,70.2,26.7,55.8,9.6,85.8,12.299999999999999,97.5,9.6,106.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/Sample2/0206.png,36.6,70.2,28.2,55.5,11.1,84.6,15.0,97.5,14.399999999999999,105.89999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/Sample2/0207.png,39.0,69.6,30.0,54.9,11.1,84.6,17.7,97.8,19.8,106.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/Sample2/0208.png,39.0,69.6,30.599999999999998,54.3,15.0,84.6,20.4,98.1,23.4,106.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/Sample2/0209.png,42.9,69.0,31.5,54.0,17.099999999999998,85.5,24.0,98.7,26.099999999999998,105.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/Sample2/0210.png,42.9,69.0,33.9,53.699999999999996,17.099999999999998,86.7,24.9,99.0,29.4,105.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/Sample2/0211.png,44.1,68.1,33.9,53.4,18.9,86.7,26.4,99.0,31.799999999999997,105.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/Sample2/0212.png,45.6,66.3,34.8,52.5,19.5,86.7,27.9,99.0,33.3,105.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/Sample2/0213.png,47.1,65.1,36.3,50.4,20.4,87.6,27.9,99.0,34.8,106.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/Sample2/0214.png,48.3,63.9,37.5,50.4,22.5,88.5,29.7,99.6,36.0,106.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/Sample2/0215.png,49.199999999999996,63.3,37.8,49.8,22.8,88.8,29.4,101.1,35.699999999999996,107.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/Sample2/0216.png,49.8,62.4,39.3,49.8,24.0,90.3,28.799999999999997,102.0,35.699999999999996,107.7,,,,,,,4.8,63.599999999999994,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/Sample2/0217.png,51.6,61.8,41.4,47.4,24.0,90.3,29.4,102.3,35.699999999999996,108.3,,,,,,,6.0,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/Sample2/0218.png,53.699999999999996,61.5,42.6,47.4,24.0,90.3,29.099999999999998,102.89999999999999,35.699999999999996,108.3,,,,,,,6.0,63.3,6.6,55.199999999999996,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/Sample2/0219.png,54.6,60.9,43.5,46.8,23.7,90.3,29.4,102.89999999999999,35.699999999999996,108.3,,,,,,,8.1,63.3,5.3999999999999995,53.4,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/Sample2/0220.png,55.8,60.3,44.699999999999996,46.199999999999996,23.7,90.3,29.4,103.2,35.699999999999996,108.3,,,,,,,9.6,63.599999999999994,7.199999999999999,53.4,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/Sample2/0221.png,56.699999999999996,59.699999999999996,45.6,46.199999999999996,24.3,90.3,29.4,103.2,35.699999999999996,108.3,,,,,,,9.9,63.599999999999994,8.1,54.0,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/Sample2/0222.png,57.599999999999994,59.699999999999996,47.4,45.6,24.599999999999998,90.3,29.4,103.2,35.699999999999996,108.3,,,,,,,12.6,64.8,9.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/Sample2/0223.png,58.8,59.699999999999996,48.9,45.6,24.599999999999998,90.3,29.4,103.2,35.699999999999996,108.3,0.6,91.2,,,,,12.6,64.8,9.0,53.4,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/Sample2/0224.png,60.3,60.3,50.1,46.199999999999996,24.599999999999998,90.3,29.4,103.2,35.699999999999996,108.3,4.2,93.0,,,,,12.6,64.8,10.5,53.1,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/Sample2/0225.png,61.8,60.9,51.0,46.199999999999996,25.5,90.3,29.4,103.2,35.699999999999996,108.3,5.3999999999999995,93.89999999999999,,,,,13.799999999999999,64.8,12.9,52.5,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/Sample2/0226.png,61.8,60.9,52.5,47.1,25.5,90.3,29.4,103.2,35.699999999999996,108.3,9.299999999999999,93.89999999999999,,,,,15.899999999999999,64.8,13.799999999999999,52.199999999999996,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/Sample2/0227.png,63.3,61.8,52.8,47.1,27.0,90.0,30.0,102.6,35.699999999999996,108.3,12.6,93.89999999999999,2.6999999999999997,103.2,,,16.8,64.5,13.799999999999999,52.199999999999996,,,,,6.0,43.199999999999996,,,,,,,,,,,,,,,,,,
labeled-data/Sample2/0228.png,65.39999999999999,63.0,56.4,48.3,27.3,90.0,30.0,102.6,35.699999999999996,108.3,14.7,93.6,5.1,103.5,,,18.3,64.8,14.399999999999999,51.9,,,3.5999999999999996,75.3,6.0,43.199999999999996,,,,,,,,,,,,,,,,,,
labeled-data/Sample2/0229.png,66.89999999999999,63.0,57.599999999999994,48.6,27.599999999999998,90.0,30.0,102.6,35.699999999999996,108.3,17.7,93.6,7.8,102.89999999999999,2.1,108.6,18.3,64.8,15.6,52.199999999999996,5.1,72.89999999999999,3.5999999999999996,75.0,6.6,42.9,,,,,,,,,,,,,,,,,,
labeled-data/Sample2/0230.png,67.8,63.599999999999994,59.4,49.8,28.5,89.1,30.0,102.0,35.699999999999996,108.3,20.4,93.0,12.0,102.3,4.2,108.6,19.2,64.8,18.3,52.199999999999996,7.5,72.89999999999999,4.8,73.2,7.199999999999999,42.6,,,,,,,,,,,,,,,,,,
labeled-data/Sample2/0231.png,69.3,64.2,60.3,49.8,29.099999999999998,89.1,30.0,101.1,35.699999999999996,108.3,24.0,92.7,15.899999999999999,102.0,7.8,108.6,20.099999999999998,64.8,18.599999999999998,52.199999999999996,9.0,72.0,6.6,73.2,7.199999999999999,42.6,,,,,,,,,,,,,,,1.2,108.89999999999999,,
labeled-data/Sample2/0232.png,71.1,65.1,61.5,50.699999999999996,29.7,88.5,30.0,101.1,35.699999999999996,108.3,27.3,91.8,20.4,102.0,12.299999999999999,108.0,23.4,64.8,21.3,51.3,10.5,71.7,8.7,73.2,8.4,42.3,,,,,,,,,,,,,,,3.0,109.2,,
labeled-data/Sample2/0233.png,71.7,66.3,62.699999999999996,51.3,,,30.0,101.1,35.699999999999996,108.3,29.4,91.2,23.099999999999998,102.3,15.899999999999999,108.3,25.5,64.5,24.0,50.4,11.4,71.7,10.5,72.6,9.0,42.3,,,,,,,,,,,,,,,3.0,108.89999999999999,,
labeled-data/Sample2/0234.png,72.6,66.89999999999999,64.5,52.199999999999996,,,,,35.699999999999996,108.3,31.799999999999997,91.2,26.7,102.3,20.4,107.7,28.2,63.599999999999994,25.8,50.1,12.9,71.7,12.0,72.6,10.5,42.0,,,,,,,,,,,,,,,5.1,110.1,,
labeled-data/Sample2/0235.png,73.5,67.2,66.6,52.5,,,,,35.699999999999996,108.3,33.9,90.0,30.599999999999998,101.39999999999999,24.0,107.39999999999999,30.0,63.599999999999994,28.2,50.1,14.7,71.7,13.5,72.6,12.299999999999999,41.1,,,,,,,,,,,,,,,4.5,110.7,,
labeled-data/Sample2/0236.png,73.5,67.2,66.89999999999999,53.4,,,30.599999999999998,100.5,35.699999999999996,108.3,36.3,88.5,35.4,101.1,29.4,107.39999999999999,31.5,63.0,28.5,50.1,16.5,71.7,16.5,71.1,14.399999999999999,40.5,,,,,,,,,,,,,,,3.5999999999999996,111.0,,
labeled-data/Sample2/0237.png,76.5,69.3,68.39999999999999,54.0,32.4,87.0,31.2,100.5,35.699999999999996,108.3,39.9,87.6,38.699999999999996,100.5,32.4,107.39999999999999,32.4,62.699999999999996,29.4,50.1,19.2,72.0,16.5,71.1,15.299999999999999,40.5,,,,,,,,,,,,,,,4.2,111.6,,
labeled-data/Sample2/0238.png,77.39999999999999,68.7,69.6,54.0,32.4,87.0,31.2,100.5,35.4,108.0,41.4,87.3,41.4,99.6,37.199999999999996,107.7,32.4,62.699999999999996,29.7,50.1,21.3,72.6,16.5,71.1,16.5,40.5,,,,,,,,,,,,,,,4.5,110.7,,
labeled-data/Sample2/0239.png,78.0,68.7,70.2,54.0,33.9,87.0,31.2,100.5,35.4,108.0,43.5,86.7,45.3,99.89999999999999,42.0,107.7,33.6,62.4,30.9,50.699999999999996,22.5,71.39999999999999,18.3,71.1,17.4,40.5,,,,,,,,,,,,,,,3.3,111.3,,
labeled-data/Sample2/0240.png,79.5,68.7,72.3,54.0,33.9,87.0,31.2,100.5,35.4,108.0,45.6,86.7,48.0,99.6,46.8,107.39999999999999,35.1,62.4,32.1,51.0,25.2,70.5,20.099999999999998,71.39999999999999,18.599999999999998,40.5,,,,,,,,,,,,,,,2.1,108.6,,
labeled-data/Sample2/0241.png,81.0,68.7,73.2,54.0,33.9,87.0,31.2,100.5,35.4,108.0,48.6,86.7,51.9,99.6,51.6,108.0,36.9,62.4,32.699999999999996,51.0,25.8,72.6,23.099999999999998,71.7,20.4,40.5,,,,,,,,,,,,,,,3.0,108.89999999999999,,
labeled-data/Sample2/0242.png,81.3,68.1,74.7,54.0,34.199999999999996,87.0,31.2,100.5,35.4,108.0,50.4,87.3,54.9,99.3,56.1,107.7,39.6,62.4,33.9,52.199999999999996,27.9,72.6,24.3,72.3,21.599999999999998,40.5,,,,,,,,,,,,,,,5.1,111.0,,
labeled-data/Sample2/0243.png,83.1,67.5,76.5,53.1,34.5,87.0,31.2,100.5,35.4,108.0,52.5,87.3,55.8,99.3,59.4,107.39999999999999,41.4,62.4,34.8,52.8,29.099999999999998,72.6,25.2,72.3,24.3,41.1,,,,,,,,,,,,,,,4.2,111.3,,
labeled-data/Sample2/0244.png,84.0,67.2,77.39999999999999,52.199999999999996,34.8,87.6,31.2,100.5,35.4,108.0,54.0,87.89999999999999,59.099999999999994,99.6,62.099999999999994,108.0,43.8,62.4,36.9,54.0,32.4,73.8,27.3,72.3,26.7,42.0,,,,,,,,,,,,,,,4.2,111.0,,
labeled-data/Sample2/0245.png,85.2,67.2,78.3,51.6,34.8,87.6,31.2,100.5,35.4,108.0,56.699999999999996,88.2,61.8,99.6,64.5,108.0,45.0,63.599999999999994,38.699999999999996,54.0,33.6,74.1,28.5,72.3,27.599999999999998,42.0,,,,,,,,,,,,,,,3.9,110.7,,
labeled-data/Sample2/0246.png,85.5,67.2,78.89999999999999,50.699999999999996,35.1,87.6,31.2,100.5,35.4,108.0,58.5,89.39999999999999,63.3,100.2,67.5,108.0,46.199999999999996,63.599999999999994,40.5,54.3,34.8,74.1,30.0,72.3,28.2,42.3,,,,,,,,,,,,,,,3.9,111.89999999999999,,
labeled-data/Sample2/0247.png,86.39999999999999,66.6,79.8,49.5,35.4,88.2,31.2,100.5,35.4,108.0,58.5,89.39999999999999,64.5,100.2,69.0,108.6,47.1,63.9,42.9,54.6,37.199999999999996,73.8,30.599999999999998,72.3,29.099999999999998,42.3,,,,,,,,,,,,,,,4.2,110.7,,
labeled-data/Sample2/0248.png,87.89999999999999,65.1,80.7,49.199999999999996,36.3,88.2,31.2,100.5,35.4,108.0,60.3,90.0,66.6,102.0,72.0,108.6,48.0,63.9,44.1,54.6,38.699999999999996,73.5,32.699999999999996,72.3,31.5,42.3,,,,,,,,,,,,,,,5.1,110.7,,
labeled-data/Sample2/0249.png,90.0,63.599999999999994,81.89999999999999,48.3,36.9,87.89999999999999,31.2,100.5,35.4,108.0,61.199999999999996,90.0,67.2,102.6,72.3,108.3,50.1,63.3,44.1,54.6,40.8,73.2,33.6,72.3,32.699999999999996,42.3,,,,,,,,,,,,,,,3.5999999999999996,111.0,,
labeled-data/Sample2/0250.png,90.89999999999999,63.3,82.8,47.1,37.199999999999996,87.89999999999999,31.2,100.5,35.4,108.0,61.8,91.2,68.1,102.6,72.6,108.89999999999999,51.3,63.3,45.9,53.699999999999996,42.9,72.6,35.699999999999996,72.3,34.199999999999996,42.3,,,,,,,,,,,,,,,4.5,111.6,,
labeled-data/Sample2/0251.png,91.5,62.699999999999996,84.3,46.5,37.8,87.89999999999999,31.2,100.5,35.4,108.0,61.8,91.2,68.1,102.6,73.5,108.89999999999999,53.1,63.0,46.199999999999996,53.699999999999996,43.8,72.6,36.9,72.0,35.4,42.0,,,,,,,,,,,,,,,3.5999999999999996,110.7,,
labeled-data/Sample2/0252.png,92.39999999999999,61.5,84.6,46.199999999999996,39.6,87.89999999999999,33.6,100.5,35.4,108.0,61.8,91.2,68.39999999999999,103.5,73.5,108.89999999999999,54.0,63.0,48.3,53.699999999999996,44.699999999999996,72.6,37.8,72.0,37.5,42.0,,,,,,,,,,,,,,,3.3,111.0,,
labeled-data/Sample2/0253.png,93.3,61.199999999999996,85.2,45.3,39.6,87.89999999999999,34.8,100.5,35.4,108.0,61.8,91.2,68.39999999999999,104.1,73.5,108.89999999999999,54.0,63.0,49.8,53.4,45.3,72.6,38.4,72.0,38.1,42.0,,,,,,,,,,,,,,,3.3,111.0,,
labeled-data/Sample2/0254.png,94.8,60.3,85.2,45.3,40.199999999999996,87.89999999999999,35.1,100.2,35.4,108.0,61.8,91.2,68.39999999999999,104.1,73.5,108.89999999999999,54.9,63.0,50.699999999999996,52.5,47.1,72.6,39.0,72.0,39.3,42.0,,,5.3999999999999995,97.2,6.0,106.8,,,,,,,,,3.3,111.0,,
labeled-data/Sample2/0255.png,95.7,60.3,87.89999999999999,45.3,41.4,87.89999999999999,35.1,99.6,35.4,108.0,61.8,91.2,68.39999999999999,104.1,73.5,108.89999999999999,56.1,63.0,51.9,52.199999999999996,47.1,72.6,40.5,72.0,41.4,42.0,,,7.5,98.39999999999999,8.7,105.89999999999999,,,,,,,,,4.2,111.3,,
labeled-data/Sample2/0256.png,96.89999999999999,60.3,89.1,45.3,42.9,87.6,36.9,99.6,35.4,108.0,61.8,91.2,68.39999999999999,104.1,73.5,108.89999999999999,57.0,63.0,53.1,52.199999999999996,47.4,72.3,42.0,72.0,43.199999999999996,41.699999999999996,3.3,84.0,9.6,97.8,12.0,105.89999999999999,,,,,,,,,4.2,111.3,,
labeled-data/Sample2/0257.png,99.0,60.3,90.3,45.6,44.1,87.6,36.0,99.6,35.4,108.0,61.8,91.2,68.39999999999999,104.1,73.5,108.89999999999999,57.9,63.0,54.9,51.9,47.699999999999996,72.3,42.6,72.0,43.5,41.699999999999996,6.0,83.39999999999999,14.399999999999999,97.2,16.2,105.89999999999999,,,,,,,,,4.2,111.3,,
labeled-data/Sample2/0258.png,99.6,60.3,92.1,45.6,45.3,87.6,37.199999999999996,99.6,34.5,107.1,63.3,91.2,68.39999999999999,104.1,73.5,108.89999999999999,58.8,63.0,55.8,51.0,48.9,71.39999999999999,45.0,72.3,46.5,42.0,9.0,83.1,16.5,96.89999999999999,19.5,105.0,3.0,41.4,,,,,,,4.2,111.3,,
labeled-data/Sample2/0259.png,100.5,60.3,93.0,45.3,46.5,87.6,39.3,99.6,35.699999999999996,107.39999999999999,63.599999999999994,90.89999999999999,67.8,104.1,73.5,108.89999999999999,59.699999999999996,63.0,56.1,51.0,49.199999999999996,71.39999999999999,46.5,72.3,48.0,41.699999999999996,12.0,83.1,21.3,96.6,24.9,105.3,5.1,41.4,5.1,64.8,,,,,4.2,111.3,,
labeled-data/Sample2/0260.png,102.0,60.599999999999994,94.5,45.6,50.4,89.39999999999999,42.6,99.6,37.5,107.1,63.9,90.89999999999999,67.8,104.1,73.5,108.89999999999999,61.5,63.3,58.5,51.0,49.8,71.39999999999999,47.4,72.3,49.199999999999996,41.699999999999996,14.399999999999999,82.2,23.7,96.89999999999999,27.0,105.3,6.3,41.4,5.1,64.8,,,,,4.2,111.3,,
labeled-data/Sample2/0261.png,104.1,61.199999999999996,96.6,46.5,54.0,88.5,45.0,100.5,38.4,106.5,63.9,90.89999999999999,67.8,104.1,73.5,108.89999999999999,63.599999999999994,62.4,60.9,51.0,52.199999999999996,70.8,48.6,72.3,51.6,41.699999999999996,17.7,83.1,26.099999999999998,97.5,31.799999999999997,105.0,8.1,42.0,5.7,64.8,,,,,4.2,111.3,,
labeled-data/Sample2/0262.png,104.1,61.8,98.39999999999999,47.4,56.699999999999996,87.89999999999999,47.699999999999996,100.8,40.8,105.6,64.5,90.89999999999999,67.8,104.1,73.5,108.89999999999999,63.599999999999994,62.4,62.4,51.0,53.4,69.3,49.199999999999996,72.3,52.8,41.4,20.4,83.7,30.299999999999997,98.1,35.699999999999996,105.3,8.4,42.0,6.8999999999999995,66.0,,,,,4.2,111.3,,
labeled-data/Sample2/0263.png,106.2,63.3,99.3,47.4,59.4,87.89999999999999,50.1,100.8,42.6,105.6,64.5,90.89999999999999,67.8,104.1,73.5,108.89999999999999,66.0,62.4,63.9,51.0,54.0,68.7,50.4,72.3,53.699999999999996,41.4,22.8,83.7,33.3,98.7,38.4,105.89999999999999,8.7,42.0,7.5,66.6,,,,,4.2,111.3,,
labeled-data/Sample2/0264.png,108.3,63.9,101.1,48.0,,,53.4,99.89999999999999,46.5,105.3,65.39999999999999,90.89999999999999,67.8,104.1,73.5,108.89999999999999,66.89999999999999,62.099999999999994,63.9,51.0,54.6,69.0,52.5,72.3,54.3,40.8,25.5,84.0,35.4,98.7,41.699999999999996,105.6,9.299999999999999,42.3,8.7,66.6,,,,,4.2,111.3,,
labeled-data/Sample2/0265.png,109.2,64.5,101.7,48.3,,,56.4,100.2,50.699999999999996,105.6,65.39999999999999,90.89999999999999,68.7,103.5,73.5,108.89999999999999,66.89999999999999,62.099999999999994,63.3,51.3,55.199999999999996,69.3,53.1,72.3,56.1,40.8,28.2,84.6,39.6,99.6,44.699999999999996,107.1,11.1,42.6,10.2,66.6,,,,,4.2,111.3,,
labeled-data/Sample2/0266.png,111.0,64.8,103.2,49.199999999999996,,,60.0,99.89999999999999,54.6,105.0,66.89999999999999,91.2,69.0,103.5,73.5,108.89999999999999,67.5,61.8,64.2,50.4,55.199999999999996,69.3,53.1,72.3,58.5,38.699999999999996,30.0,85.2,40.8,99.89999999999999,47.1,106.5,12.0,43.199999999999996,10.2,66.6,,,,,4.2,111.3,,
labeled-data/Sample2/0267.png,112.5,65.39999999999999,105.6,50.1,71.7,89.1,63.599999999999994,99.89999999999999,57.9,105.0,67.5,90.6,69.0,102.6,73.5,108.89999999999999,69.0,61.8,66.89999999999999,50.4,57.3,69.3,53.699999999999996,72.3,59.099999999999994,39.3,31.5,85.8,42.6,100.5,48.3,107.39999999999999,12.299999999999999,43.199999999999996,12.0,66.89999999999999,1.5,87.89999999999999,,,4.2,111.3,,
labeled-data/Sample2/0268.png,113.39999999999999,66.3,107.39999999999999,51.0,74.1,88.8,,,61.199999999999996,104.7,67.8,90.0,69.0,102.89999999999999,73.5,108.89999999999999,70.2,61.5,68.1,48.9,59.4,69.3,56.699999999999996,72.3,60.3,39.3,33.9,85.8,43.5,101.1,49.199999999999996,107.39999999999999,14.7,43.199999999999996,12.9,68.1,2.4,87.6,,,4.2,111.3,,
labeled-data/Sample2/0269.png,114.3,67.5,108.89999999999999,51.6,76.8,87.89999999999999,72.3,99.3,66.0,105.0,68.1,89.7,69.0,102.89999999999999,73.5,108.89999999999999,71.7,61.199999999999996,68.7,48.3,61.199999999999996,69.3,57.0,71.39999999999999,61.199999999999996,39.3,33.9,85.8,43.8,101.7,49.199999999999996,107.39999999999999,15.899999999999999,43.8,14.7,69.0,3.0,87.3,,,4.2,111.3,,
labeled-data/Sample2/0270.png,116.1,68.1,109.5,51.9,79.2,87.3,75.89999999999999,99.3,,,68.7,89.1,69.0,102.89999999999999,73.5,108.89999999999999,73.8,60.3,70.5,48.3,62.699999999999996,69.3,59.4,71.39999999999999,64.8,39.6,33.9,85.8,43.8,102.0,50.4,108.6,17.4,43.8,15.299999999999999,68.7,3.9,86.7,,,4.2,111.3,,
labeled-data/Sample2/0271.png,117.89999999999999,69.3,111.3,52.5,82.8,86.7,79.5,99.3,73.2,104.1,68.7,89.1,69.3,102.6,73.5,108.89999999999999,76.2,60.3,70.5,48.3,63.0,69.3,59.699999999999996,71.1,64.2,39.9,33.9,85.8,43.199999999999996,103.2,50.4,108.6,18.9,43.8,16.2,68.7,4.2,86.1,,,4.2,111.3,3.0,53.1
labeled-data/Sample2/0272.png,119.1,69.89999999999999,113.1,53.4,84.6,86.39999999999999,82.8,98.7,77.39999999999999,104.7,70.2,89.1,70.2,102.0,73.5,108.89999999999999,76.2,60.3,72.0,48.6,63.599999999999994,69.0,61.5,71.1,64.5,39.9,33.0,87.3,43.199999999999996,103.2,50.4,108.6,20.7,44.1,16.8,68.7,5.1,86.7,0.8999999999999999,103.8,4.2,111.3,4.8,53.1
labeled-data/Sample2/0273.png,120.0,70.2,114.89999999999999,53.699999999999996,86.7,85.5,86.7,97.8,81.3,104.1,70.2,89.1,70.2,102.0,73.5,108.89999999999999,78.3,60.3,72.3,48.6,63.599999999999994,69.0,63.9,71.1,66.0,39.9,32.699999999999996,87.6,43.199999999999996,103.2,50.4,108.6,21.3,44.4,18.3,69.3,5.1,86.7,1.2,103.2,4.2,111.3,6.6,53.1
